,color,id,male,species,name,breeds,mix,groups,FSS,Working Group,Terrier Group,Herding Group,Sporting Group,Hound Group,Non-Sporting Group,Toy Group,Bully Breed,Hound
3614,Black,A672506,1.0,Dog,Roman,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3615,Cream/Black,A672507,1.0,Dog,Astro,['Pomeranian'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3616,Black/Tan,A671686,0.0,Dog,Maya,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3617,Black/Brown,A671684,1.0,Dog,Oso,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3618,Brown Brindle/White,A586304,0.0,Dog,Ginger,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3619,Brown,A672513,1.0,Dog,Cooper,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3620,Blue/White,A548156,1.0,Dog,Tank,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3621,Tan,A548154,0.0,Dog,Lola,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3622,White/Brown,A672529,0.0,Dog,Lucy,"['Catahoula', 'Labrador Retriever']",True,"['FSS', 'Sporting Group']",1,0,0,0,1,0,0,0,0,0
3623,Brown/Tan,A672499,1.0,Dog,Scrappy,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3624,Cream/Black,A672530,1.0,Dog,Mishka,['Anatol Shepherd'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3625,Red,A659515,1.0,Dog,Tango,['Vizsla'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3626,White/Black,A672533,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3627,Black/White,A672540,0.0,Dog,Jane,['Newfoundland'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3628,Chocolate,A672541,0.0,Dog,Truffle,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3629,Brown/White,A672543,0.0,Dog,Penny Sue,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3630,Tan,A672545,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3631,White,A656210,1.0,Dog,Rosco,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3632,Tan,A672547,0.0,Dog,Daisy,['Manchester Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3633,Red,A672548,0.0,Dog,Emma,['Manchester Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3634,Brown Brindle/White,A620780,0.0,Dog,Moonbeam,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3635,Black/White,A672549,1.0,Dog,Aries,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3636,Black/Tan,A672550,1.0,Dog,Wally,['Jack Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3637,Black/White,A672552,0.0,Dog,Jade,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3638,Blue/White,A672553,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3639,Black,A672555,0.0,Dog,Roxie,"['Border Collie', 'Labrador Retriever']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
3640,Brown Brindle/White,A672556,0.0,Dog,Maggie,"['English Springer Spaniel', 'Cardigan Welsh Corgi']",True,"['Sporting Group', 'Terrier Group']",0,0,1,0,1,0,0,0,0,0
3641,Tan,A672557,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3642,Brown Brindle,A672554,1.0,Dog,Hero,"['Australian Cattle Dog', 'American Staffordshire Terrier']",True,"['Herding Group', 'Terrier Group']",0,0,1,1,0,0,0,0,0,0
3643,Black/Brown,A672558,0.0,Dog,Frida,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3644,Red,A672559,0.0,Dog,Mariposa,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3645,Red,A672563,0.0,Dog,Chiquita,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3646,Brown/Tan,A561268,0.0,Dog,Pennie,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3647,White/Black,A672566,0.0,Dog,Cookies,['Pointer'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3648,Black/White,A672567,0.0,Dog,Tater,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3649,Brown Brindle/White,A672572,0.0,Dog,Alaska,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3650,Blue Merle/Black,A672571,0.0,Dog,Begheera,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3651,White/Tan,A672573,1.0,Dog,Biggie,"['Pit Bull', 'Australian Cattle Dog']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
3652,Brown/Red,A672576,1.0,Dog,None,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3653,Black/Tan,A559692,1.0,Dog,Cornelius,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3654,Black/Brown,A672259,1.0,Dog,Jake,['Manchester Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3655,Sable,A672583,1.0,Dog,Wyatt,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3656,Tan/White,A672584,1.0,Dog,Chato,['Staffordshire'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3657,Silver/Tan,A672588,1.0,Dog,Romeo,['Yorkshire Terrier'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3658,Black/White,A570162,0.0,Dog,Bella,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3659,Tan,A672595,1.0,Dog,None,['Border Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3660,White,A672542,1.0,Dog,Levi,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3661,Red/Black,A672598,0.0,Dog,Lola,"['Vizsla', 'Golden Retriever']",True,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3662,Red/White,A672599,0.0,Dog,Maggie,"['Vizsla', 'Golden Retriever']",True,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3663,Black/Tan,A672597,0.0,Dog,Vespa,"['Rottweiler', 'Doberman Pinsch']",True,['Working Group'],0,1,0,0,0,0,0,0,0,0
3664,Brown/Black,A672596,0.0,Dog,Jessie,"['German Shepherd', 'Rottweiler']",True,"['Herding Group', 'Working Group']",0,1,0,1,0,0,0,0,0,0
3665,Black/White,A539570,1.0,Dog,Blackie,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3666,Buff/White,A672601,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3667,Red/White,A672602,1.0,Dog,Keiser Soze,['Bulldog'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3668,White,A672605,0.0,Dog,Mona,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3669,Brown/White,A672112,0.0,Dog,Buttons,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3670,White/Tan,A672607,1.0,Dog,Shiner,['Jack Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3671,Blue/White,A672608,0.0,Dog,Ivy,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3672,Tan,A672614,0.0,Dog,Cookie,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3673,Tan/Black,A663479,1.0,Dog,Chato,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3674,Sable/Black,A663480,1.0,Dog,Shadow,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3675,Brown Brindle,A672489,0.0,Dog,Emmie,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3676,White,A672458,1.0,Dog,Kilo,['Dogo Argentino'],False,['FSS (Miscellaneous)'],1,0,0,0,0,0,0,0,0,0
3677,White/Black,A515605,0.0,Dog,Luna,['Dogo Argentino'],False,['FSS (Miscellaneous)'],1,0,0,0,0,0,0,0,0,0
3678,Black/White,A654492,0.0,Dog,Penelope,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3679,Black/Blue Merle,A672650,1.0,Dog,Jefferson,"['Australian Cattle Dog', 'Pointer']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
3680,Black/White,A672651,1.0,Dog,Panda,"['Great Pyrenees', 'Border Collie']",True,"['Herding Group', 'Working Group']",0,1,0,1,0,0,0,0,0,0
3681,Brown,A672652,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3682,Black,A672653,0.0,Dog,Hannah,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3683,Black,A672654,1.0,Dog,Trippy,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3684,Brown/Black,A613161,0.0,Dog,Lady,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3685,White,A672655,1.0,Dog,Scamper,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3686,Tricolor/Tan,A672658,0.0,Dog,Artemis,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3687,Black/White,A672657,0.0,Dog,Angie,"['Border Collie', 'Chow Chow']",True,"['Herding Group', 'Non-Sporting Group']",0,0,0,1,1,0,1,0,0,0
3688,Brown/White,A672659,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3689,White/Tan,A672610,1.0,Dog,Monster,"['Maltese', 'Cocker Spaniel']",True,"['Sporting Group', 'Toy Group']",0,0,0,0,1,0,0,1,0,0
3690,Black Brindle/White,A672663,1.0,Dog,Halo,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3691,Black,A592545,0.0,Dog,Sapphire,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3692,Brown/Black,A672672,0.0,Dog,Mattie,['Black Mouth Cur'],False,[nan],0,0,0,0,0,0,0,0,0,0
3693,Tricolor,A672673,1.0,Dog,Lil Behr,"['Cairn Terrier', 'Yorkshire Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
3694,Sable,A672677,0.0,Dog,Mary,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3695,Brown,A672675,1.0,Dog,Pancho,"['Chihuahua Shorthair', 'Pug']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3696,Chocolate,A672676,1.0,Dog,Rocky,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3697,White/Tan,A672678,0.0,Dog,Kaira,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3698,Chocolate,A673319,0.0,Dog,Coco,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3699,Brown/White,A672684,0.0,Dog,Quest,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3700,Tan,A672691,1.0,Dog,Jeeves,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3701,Black/White,A672693,0.0,Dog,Ophye,"['Labrador Retriever', 'Australian Shepherd']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
3702,Tricolor,A672696,1.0,Dog,Oreo,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3703,Brown/White,A525768,0.0,Dog,Bonnie,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3704,Yellow,A671914,1.0,Dog,Boomer,"['Labrador Retriever', 'Great Pyrenees']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
3705,Red/Black,A672698,1.0,Dog,Binks,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3706,Black,A632476,0.0,Dog,Piper,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3707,Tricolor,A672702,0.0,Dog,None,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3708,Apricot,A672707,0.0,Dog,Bella,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3709,White,A546081,1.0,Dog,Brayson,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3710,Black/White,A672712,0.0,Dog,Fiona,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3711,Black/Brown,A672713,1.0,Dog,Ruger,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3712,Brown/Black,A672715,1.0,Dog,None,['Pbgv'],False,[nan],0,0,0,0,0,0,0,0,0,0
3713,Tan/White,A652198,0.0,Dog,Essie,['Feist'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3714,Black/White,A649059,0.0,Dog,Mira,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3715,Tricolor/White,A672724,1.0,Dog,Gibbs,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3716,Brown/White,A636427,0.0,Dog,Haley,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3717,Tan,A672734,1.0,Dog,Nino,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3718,White/Gray,A672735,0.0,Dog,Nadia,['Staffordshire'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3719,Black/White,A586598,1.0,Dog,Maton,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3720,Tan/White,A609226,1.0,Dog,Swisher,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3721,Black/Tan,A672741,1.0,Dog,Kennex,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3722,Black,A672742,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3723,Brown/Black,A672743,0.0,Dog,Delta,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3724,White/Red,A672745,0.0,Dog,Dottie,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3725,White/Black,A672746,1.0,Dog,Manolo,['Jack Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3726,Black Smoke/Black,A672718,0.0,Dog,Shiloh,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3727,Blue Cream/White,A647176,0.0,Dog,Venom,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3728,Brown Brindle/White,A672750,1.0,Dog,Gus,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3729,White,A672753,0.0,Dog,None,"['Miniature Schnauzer', 'Whippet']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
3730,Black/Brown Merle,A672751,1.0,Dog,Simon,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3731,White/Tan,A672754,0.0,Dog,None,"['Maltese', 'Jack Russell Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
3732,Black/White,A611152,1.0,Dog,Coal,"['Labrador Retriever', 'Beagle']",True,"['Hound Group', 'Sporting Group']",0,0,0,0,1,1,0,0,0,1
3733,Tricolor,A672755,1.0,Dog,Lucky,"['Beagle', 'Dachshund']",True,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3734,Black/White,A672756,1.0,Dog,Tuxedo,"['Border Collie', 'Boxer']",True,"['Herding Group', 'Working Group']",0,1,0,1,0,0,0,0,0,0
3735,Tan/White,A672758,0.0,Dog,Daisy,"['Chihuahua Shorthair', 'Rat Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
3736,Red/White,A672757,1.0,Dog,Bucky,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3737,Black,A672761,0.0,Dog,Millie,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3738,White,A672765,1.0,Dog,Scrappy,"['Norwich Terrier', 'Cairn Terrier']",True,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3739,Liver/White,A672770,0.0,Dog,Sally,['Boykin Span'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3740,White/Liver,A672771,0.0,Dog,Irma,['Cavalier Span'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3741,White/Black,A647531,1.0,Dog,Carl,"['Australian Cattle Dog', 'Cairn Terrier']",True,"['Herding Group', 'Terrier Group']",0,0,1,1,0,0,0,0,0,0
3742,Black/Brown,A672791,0.0,Dog,Bella,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3743,White/Brown,A672493,0.0,Dog,Eve,"['Siberian Husky', 'Pit Bull']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
3744,Tan/Black,A672795,1.0,Dog,Miloe,['Yorkshire Terrier'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3745,Brown/White,A672802,1.0,Dog,Beans,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3746,Tan/Black,A672803,1.0,Dog,Whopper,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3747,Tan/White,A570181,0.0,Dog,Perlita,['Cocker Spaniel'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3748,Tan/Black,A570182,0.0,Dog,Chloe,"['Beagle', 'Pug']",True,"['Hound Group', 'Toy Group']",0,0,0,0,0,1,0,1,0,1
3749,Brown/White,A672805,0.0,Dog,Booker,"['Dutch Shepherd', 'Anatol Shepherd']",True,"['FSS', 'Working Group']",1,1,0,0,0,0,0,0,0,0
3750,Black/White,A672808,1.0,Dog,Barack,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3751,White/Black,A672809,1.0,Dog,Simba,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3752,Brown,A672818,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3753,Black/Tan,A672843,0.0,Dog,Lanie,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3754,Brown/White,A672839,1.0,Dog,None,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3755,Sable,A672849,1.0,Dog,Hercules,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3756,Black/White,A672852,1.0,Dog,None,"['Chihuahua Shorthair', 'Rat Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
3757,Black/Tan,A672744,1.0,Dog,Oso,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3758,Black/White,A672858,0.0,Dog,Tessa,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3759,Brown/White,A655212,0.0,Dog,Sophie,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3760,White/Blue,A672860,0.0,Dog,Miracle,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3761,White,A672862,1.0,Dog,Diamond,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3762,Tan,A672864,1.0,Dog,None,['Shih Tzu'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3763,Black,A672865,0.0,Dog,Skillet,['Australian Kelpie'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3764,Buff/Black,A672880,1.0,Dog,Denali,['Anatol Shepherd'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3765,Red/White,A672882,1.0,Dog,Allen,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3766,Black/Tan,A672884,1.0,Dog,Bruno,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3767,Black,A672886,1.0,Dog,Boy Named Su,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3768,Blue/White,A637670,0.0,Dog,Shadow,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3769,Black/Blue Merle,A672456,1.0,Dog,Dexter,['German Shorthair Pointer'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3770,Black/White,A531598,1.0,Dog,Rocky,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3771,Brown,A376322,0.0,Dog,Mama Dog,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3772,White/Black,A672896,1.0,Dog,Joseph,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3773,White/Tan,A672897,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3774,Black/Tan,A672895,0.0,Dog,Mona,['Doberman Pinsch'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3775,Red Merle/White,A672907,1.0,Dog,Gizzard,"['Australian Cattle Dog', 'Labrador Retriever']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
3776,Brown Brindle/White,A672909,0.0,Dog,Sophia,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3777,White/Tan,A430500,0.0,Dog,Daisy,['American Bulldog'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3778,Brown,A672956,0.0,Dog,Princess,['Miniature Pinscher'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3779,Black Smoke,A672958,0.0,Dog,Zoe,"['Miniature Pinscher', 'Maltese']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3780,Fawn/White,A672960,0.0,Dog,Savannah,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3781,Tan,A672967,1.0,Dog,Patch,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3782,Brown/Black,A672955,1.0,Dog,Chanfle,"['Chihuahua Shorthair', 'Rat Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
3783,Black/Tan,A672973,1.0,Dog,Bubba,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3784,White/Red,A672982,1.0,Dog,King,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3785,Black/White,A672981,1.0,Dog,Topper,['American Pit Bull Terrier'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3786,Yellow,A672986,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3787,Black/Tan,A672998,1.0,Dog,Buster,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3788,White/Brown,A672999,0.0,Dog,Spot,['American Bulldog'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3789,Black/White,A673000,1.0,Dog,None,['Pembroke Welsh Corgi'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
3790,Tan/White,A673001,0.0,Dog,Lola,['Beagle'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3791,Red,A673002,0.0,Dog,Little One,['Dachshund Longhair'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3792,White/Tan,A673003,1.0,Dog,Puluche,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3793,Red/White,A673005,0.0,Dog,Bella,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3794,Brown/Black,A673007,1.0,Dog,Bond,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3795,Brown/Black,A673006,0.0,Dog,Mika,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3796,Black/White,A673025,1.0,Dog,Buggsy,"['Pit Bull', 'Border Collie']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
3797,White/Black,A673026,0.0,Dog,Marley,"['Border Collie', 'Pit Bull']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
3798,White/Brown,A663170,1.0,Dog,Bandit,['Shih Tzu'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3799,Red/Black,A673032,1.0,Dog,Sonic,['Dachshund Longhair'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
3800,Black/Tan,A673033,0.0,Dog,None,"['Miniature Pinscher', 'Smooth Fox Terrier']",True,"['Herding Group', 'Toy Group']",0,0,0,1,0,0,0,1,0,0
3801,Tricolor,A673044,0.0,Dog,None,"['Whippet', 'Rat Terrier']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
3802,Black/Brown Brindle,A673059,1.0,Dog,Capone,"['Doberman Pinsch', 'Pit Bull']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
3803,White/Blue,A673052,1.0,Dog,Tank,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3804,Black/Tan,A673056,1.0,Dog,Rocky,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
3805,White,A673061,0.0,Dog,Coketa,['Bichon Frise'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
3806,Red/White,A673065,0.0,Dog,Irina,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
3807,Buff,A651596,1.0,Dog,Brownie,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
3808,Tricolor,A673038,0.0,Dog,Dejah,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
3809,Black/Tan,A673066,0.0,Dog,Pi,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
3810,Black/Tan,A673070,1.0,Dog,None,"['Dachshund', 'Chihuahua Shorthair']",True,"['Hound Group', 'Toy Group']",0,0,0,0,0,1,0,1,0,1
3811,Chocolate/Tan,A673071,1.0,Dog,None,"['Dachshund', 'Chihuahua Shorthair']",True,"['Hound Group', 'Toy Group']",0,0,0,0,0,1,0,1,0,1
3812,Blue/White,A673069,0.0,Dog,Lala,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
